Source;Target;Combined;Inserts;Deletes
maltrattare;maltrattiamo;maltrattINS(i)aDEL(re)INS(mo);INS(i),INS(mo);DEL(re)
insilare;insilare;insilare;;
desonorizzare;desonorizzerete;desonorizzDEL(a)INS(e)rINS(et)e;INS(e),INS(et);DEL(a)
incorrere;incorrerà;incorrerDEL(e)INS(à);INS(à);DEL(e)
infornaciare;infornacio;infornaciDEL(are)INS(o);INS(o);DEL(are)
svecchiare;svecchiasse;svecchiaDEL(r)INS(s)INS(s)e;INS(s),INS(s);DEL(r)
fascicolare;fascicoliamo;fascicolINS(i)aDEL(re)INS(mo);INS(i),INS(mo);DEL(re)
debilitare;debiliterete;debilitDEL(a)INS(e)rINS(et)e;INS(e),INS(et);DEL(a)
scorarsi;ci scorammo;INS(ci )scoraDEL(rsi)INS(mmo);INS(ci ),INS(mmo);DEL(rsi)
estenuare;estenuaste;estenuaDEL(r)INS(st)e;INS(st);DEL(r)
rimangiarsi;si rimangiavano;INS(si )rimangiaDEL(rsi)INS(vano);INS(si ),INS(vano);DEL(rsi)
crossare;crossano;crossaDEL(re)INS(no);INS(no);DEL(re)
deidrogenare;deidrogenassi;deidrogenaDEL(re)INS(ssi);INS(ssi);DEL(re)
spupazzare;spupazzino;spupazzDEL(are)INS(i)INS(n)INS(o);INS(i),INS(n),INS(o);DEL(are)
risoffiare;risoffierà;risoffiDEL(ar)eINS(r)INS(à);INS(r),INS(à);DEL(ar)
sventagliare;sventagliassi;sventagliaDEL(re)INS(ssi);INS(ssi);DEL(re)
marginare;marginavi;marginaDEL(re)INS(v)INS(i);INS(v),INS(i);DEL(re)
impinguarsi;ti impingui;INS(ti )impinguDEL(ars)i;INS(ti );DEL(ars)
fondare;fondavi;fondaDEL(re)INS(v)INS(i);INS(v),INS(i);DEL(re)
allungarsi;si allungavano;INS(si )allungaDEL(rsi)INS(vano);INS(si ),INS(vano);DEL(rsi)
compattarsi;mi compatti;INS(mi )compattDEL(ars)i;INS(mi );DEL(ars)
dimezzare;dimezzaste;dimezzaDEL(r)INS(st)e;INS(st);DEL(r)
rassegnarsi;si rassegnarono;INS(si )rassegnarDEL(s)DEL(i)INS(o)INS(n)INS(o);INS(si ),INS(o),INS(n),INS(o);DEL(s),DEL(i)
scandalizzarsi;si scandalizzassero;INS(si )scandalizzaINS(s)INS(s)INS(e)rDEL(s)DEL(i)INS(o);INS(si ),INS(s),INS(s),INS(e),INS(o);DEL(s),DEL(i)
beneficare;benefico;beneficDEL(are)INS(o);INS(o);DEL(are)
incallire;incalliamo;incalliDEL(re)INS(a)INS(mo);INS(a),INS(mo);DEL(re)
ampliarsi;si ampliò;INS(si )amplDEL(i)DEL(ars)iINS(ò);INS(si ),INS(ò);DEL(i),DEL(ars)
adoperare;adopererebbero;adoperDEL(a)INS(e)reINS(b)INS(b)INS(e)INS(r)INS(o);INS(e),INS(b),INS(b),INS(e),INS(r),INS(o);DEL(a)
riannettere;riannetté;riannettDEL(ere)INS(é);INS(é);DEL(ere)
abborracciare;abborracciate;abborracciaDEL(r)INS(t)e;INS(t);DEL(r)
appestare;appestavate;appestaDEL(r)INS(v)INS(a)INS(t)e;INS(v),INS(a),INS(t);DEL(r)
latinizzare;latinizzi;latinizzDEL(are)INS(i);INS(i);DEL(are)
trasparere;trasparrebbe;trasparDEL(e)rINS(ebb)e;INS(ebb);DEL(e)
cibarsi;ti cibassi;INS(ti )cibaDEL(r)sINS(s)i;INS(ti ),INS(s);DEL(r)
riscattare;riscattino;riscattDEL(are)INS(i)INS(n)INS(o);INS(i),INS(n),INS(o);DEL(are)
interdire;interdirò;interdirDEL(e)INS(ò);INS(ò);DEL(e)
contendersi;ti contenderesti;INS(ti )contenderINS(e)sINS(t)i;INS(ti ),INS(e),INS(t);
camuffarsi;vi camuffiate;INS(vi )camuffDEL(ars)iINS(a)INS(t)INS(e);INS(vi ),INS(a),INS(t),INS(e);DEL(ars)
specializzarsi;ti specializzi;INS(ti )specializzDEL(ars)i;INS(ti );DEL(ars)
riutilizzare;riutilizzammo;riutilizzaDEL(re)INS(mmo);INS(mmo);DEL(re)
crucciarsi;vi crucciaste;INS(vi )crucciaDEL(r)sDEL(i)INS(t)INS(e);INS(vi ),INS(t),INS(e);DEL(r),DEL(i)
acciottolare;acciottolerebbe;acciottolDEL(a)INS(e)rINS(ebb)e;INS(e),INS(ebb);DEL(a)
forbire;forbiste;forbiDEL(r)INS(st)e;INS(st);DEL(r)
ravvilupparsi;si ravviluppino;INS(si )ravviluppDEL(ars)iINS(no);INS(si ),INS(no);DEL(ars)
cadmiare;cadmiare;cadmiare;;
rasare;raserebbero;rasDEL(a)INS(e)reINS(b)INS(b)INS(e)INS(r)INS(o);INS(e),INS(b),INS(b),INS(e),INS(r),INS(o);DEL(a)
alcalinizzare;alcalinizzi;alcalinizzDEL(are)INS(i);INS(i);DEL(are)
smobiliare;smobilierei;smobiliDEL(a)INS(e)reINS(i);INS(e),INS(i);DEL(a)
prevenire;prevenne;prevenDEL(i)DEL(r)INS(n)e;INS(n);DEL(i),DEL(r)
comprovare;comprovasse;comprovaDEL(r)INS(s)INS(s)e;INS(s),INS(s);DEL(r)
rispondere;risponderà;risponderDEL(e)INS(à);INS(à);DEL(e)
splafonare;splafoneremo;splafonDEL(a)INS(e)reINS(mo);INS(e),INS(mo);DEL(a)
nastrare;nastro;nastrDEL(are)INS(o);INS(o);DEL(are)
gemellarsi;mi gemellerei;INS(mi )gemellDEL(ars)INS(e)INS(r)INS(e)i;INS(mi ),INS(e),INS(r),INS(e);DEL(ars)
tagliuzzare;tagliuzzereste;tagliuzzDEL(a)INS(e)rINS(e)INS(s)INS(t)e;INS(e),INS(e),INS(s),INS(t);DEL(a)
decrescere;decrescerai;decrescerDEL(e)INS(a)INS(i);INS(a),INS(i);DEL(e)
viziare;viziavate;viziaDEL(r)INS(v)INS(a)INS(t)e;INS(v),INS(a),INS(t);DEL(r)
masticare;masticassero;masticaINS(s)INS(s)INS(e)rDEL(e)INS(o);INS(s),INS(s),INS(e),INS(o);DEL(e)
sbevacchiare;sbevacchierebbero;sbevacchiDEL(a)INS(e)reINS(b)INS(b)INS(e)INS(r)INS(o);INS(e),INS(b),INS(b),INS(e),INS(r),INS(o);DEL(a)
sciolinare;sciolinava;sciolinINS(a)INS(v)aDEL(re);INS(a),INS(v);DEL(re)
lucchettare;lucchettavano;lucchettaDEL(re)INS(vano);INS(vano);DEL(re)
amministrare;amministrava;amministrINS(a)INS(v)aDEL(re);INS(a),INS(v);DEL(re)
geminare;geminavi;geminaDEL(re)INS(v)INS(i);INS(v),INS(i);DEL(re)
disaggregarsi;disaggregatevi;disaggregaDEL(r)DEL(s)INS(t)INS(e)INS(v)i;INS(t),INS(e),INS(v);DEL(r),DEL(s)
giurarsi;si giurava;INS(si )giurINS(a)INS(v)aDEL(rsi);INS(si ),INS(a),INS(v);DEL(rsi)
tediare;tedia;tediaDEL(re);;DEL(re)
fingersi;ci fingiamo;INS(ci )fingDEL(e)DEL(rs)iINS(a)INS(mo);INS(ci ),INS(a),INS(mo);DEL(e),DEL(rs)
controllarsi;ci controllassimo;INS(ci )controllaDEL(r)sINS(s)iINS(mo);INS(ci ),INS(s),INS(mo);DEL(r)
trascinare;trascino;trascinDEL(are)INS(o);INS(o);DEL(are)
requisire;requisisci;requisINS(i)INS(s)INS(c)iDEL(re);INS(i),INS(s),INS(c);DEL(re)
sbevazzare;sbevazzavano;sbevazzaDEL(re)INS(vano);INS(vano);DEL(re)
interessare;interessa;interessaDEL(re);;DEL(re)
depilarsi;depilantesi;depilaDEL(r)INS(n)INS(t)INS(e)si;INS(n),INS(t),INS(e);DEL(r)
installarsi;si installerebbero;INS(si )installDEL(arsi)INS(e)INS(r)INS(e)INS(b)INS(b)INS(e)INS(r)INS(o);INS(si ),INS(e),INS(r),INS(e),INS(b),INS(b),INS(e),INS(r),INS(o);DEL(arsi)
vorare;vorereste;vorDEL(a)INS(e)rINS(e)INS(s)INS(t)e;INS(e),INS(e),INS(s),INS(t);DEL(a)
ingarbugliare;ingarbuglieranno;ingarbugliDEL(ar)eINS(r)INS(a)INS(n)INS(n)INS(o);INS(r),INS(a),INS(n),INS(n),INS(o);DEL(ar)
risciogliere;riscioglierò;riscioglierDEL(e)INS(ò);INS(ò);DEL(e)
accanire;accaniscono;accaniDEL(re)INS(s)INS(c)INS(o)INS(n)INS(o);INS(s),INS(c),INS(o),INS(n),INS(o);DEL(re)
abbandonarsi;vi abbandonavate;INS(vi )abbandonaDEL(rsi)INS(v)INS(a)INS(t)INS(e);INS(vi ),INS(v),INS(a),INS(t),INS(e);DEL(rsi)
riprodurre;riproducesse;riproduDEL(r)DEL(r)INS(c)INS(e)INS(s)INS(s)e;INS(c),INS(e),INS(s),INS(s);DEL(r),DEL(r)
spelacchiare;spelacchiereste;spelacchiDEL(a)INS(e)rINS(e)INS(s)INS(t)e;INS(e),INS(e),INS(s),INS(t);DEL(a)
fremere;fremettero;fremINS(e)INS(t)INS(t)erDEL(e)INS(o);INS(e),INS(t),INS(t),INS(o);DEL(e)
dispegnere;dispegnerai;dispegnerDEL(e)INS(a)INS(i);INS(a),INS(i);DEL(e)
sommare;sommavi;sommaDEL(re)INS(v)INS(i);INS(v),INS(i);DEL(re)
sartiare;sartiate;sartiaDEL(r)INS(t)e;INS(t);DEL(r)
spazieggiare;spazieggiavo;spazieggiaDEL(re)INS(v)INS(o);INS(v),INS(o);DEL(re)
allacciare;allacceremo;allaccDEL(i)DEL(a)INS(e)reINS(mo);INS(e),INS(mo);DEL(i),DEL(a)
decontaminare;decontaminava;decontaminINS(a)INS(v)aDEL(re);INS(a),INS(v);DEL(re)
narrare;narri;narrDEL(are)INS(i);INS(i);DEL(are)
ragionare;ragioneremo;ragionDEL(a)INS(e)reINS(mo);INS(e),INS(mo);DEL(a)
discapitare;discapitiate;discapitINS(i)aDEL(r)INS(t)e;INS(i),INS(t);DEL(r)
orientare;orientiamo;orientINS(i)aDEL(re)INS(mo);INS(i),INS(mo);DEL(re)
spromettere;sprometteremo;spromettereINS(mo);INS(mo);
stizzire;stizzì;stizzDEL(i)DEL(r)DEL(e)INS(ì);INS(ì);DEL(i),DEL(r),DEL(e)
scapezzare;scapezzammo;scapezzaDEL(re)INS(mmo);INS(mmo);DEL(re)
convolare;convoliamo;convolINS(i)aDEL(re)INS(mo);INS(i),INS(mo);DEL(re)
abilitare;abilitato;abilitaDEL(re)INS(t)INS(o);INS(t),INS(o);DEL(re)
addiacciare;addiaccerai;addiaccINS(e)INS(r)INS(a)iDEL(are);INS(e),INS(r),INS(a);DEL(are)
accommiatarsi;si accommiata;INS(si )accommiataDEL(rsi);INS(si );DEL(rsi)
ringorgare;ringorgate;ringorgaDEL(r)INS(t)e;INS(t);DEL(r)
sgridare;sgriderà;sgridDEL(ar)eINS(r)INS(à);INS(r),INS(à);DEL(ar)
avvogliare;avvoglierò;avvogliDEL(ar)eINS(r)INS(ò);INS(r),INS(ò);DEL(ar)
abituare;abituiamo;abituINS(i)aDEL(re)INS(mo);INS(i),INS(mo);DEL(re)
stagionare;stagionate;stagionaDEL(r)INS(t)e;INS(t);DEL(r)
raccendere;raccendete;raccendeDEL(r)INS(t)e;INS(t);DEL(r)
rigiudicare;rigiudicavo;rigiudicaDEL(re)INS(v)INS(o);INS(v),INS(o);DEL(re)
suffondere;suffondevano;suffondDEL(er)eINS(vano);INS(vano);DEL(er)
riproteggere;riprotegge;riproteggDEL(er)e;;DEL(er)
destabilizzarsi;si destabilizzano;INS(si )destabilizzaDEL(rsi)INS(no);INS(si ),INS(no);DEL(rsi)
degnare;degna;degnaDEL(re);;DEL(re)
sfarinare;sfarinava;sfarinINS(a)INS(v)aDEL(re);INS(a),INS(v);DEL(re)
largire;largivi;largINS(i)INS(v)iDEL(re);INS(i),INS(v);DEL(re)
elettrizzare;elettrizza;elettrizzaDEL(re);;DEL(re)
defecare;defecaste;defecaDEL(r)INS(st)e;INS(st);DEL(r)
soprassaturare;soprassaturò;soprassaturDEL(are)INS(ò);INS(ò);DEL(are)
conglutinare;conglutinassero;conglutinaINS(s)INS(s)INS(e)rDEL(e)INS(o);INS(s),INS(s),INS(e),INS(o);DEL(e)
additivare;additivavamo;additivaDEL(re)INS(va)INS(mo);INS(va),INS(mo);DEL(re)
rinnamorare;rinnamori;rinnamorDEL(are)INS(i);INS(i);DEL(are)
infingardire;infingardivamo;infingardiDEL(re)INS(va)INS(mo);INS(va),INS(mo);DEL(re)
compiere;compiva;compiDEL(ere)INS(v)INS(a);INS(v),INS(a);DEL(ere)
addormentare;addormentavo;addormentaDEL(re)INS(v)INS(o);INS(v),INS(o);DEL(re)
decontrarre;decontragga;decontrINS(a)INS(g)INS(g)aDEL(r)DEL(re);INS(a),INS(g),INS(g);DEL(r),DEL(re)
sottrarre;sottragga;sottrINS(a)INS(g)INS(g)aDEL(r)DEL(re);INS(a),INS(g),INS(g);DEL(r),DEL(re)
espettorare;espettorato;espettoraDEL(re)INS(t)INS(o);INS(t),INS(o);DEL(re)
sfrenare;sfrenavi;sfrenaDEL(re)INS(v)INS(i);INS(v),INS(i);DEL(re)
raffrenarsi;si raffrenerà;INS(si )raffrenDEL(arsi)INS(e)INS(r)INS(à);INS(si ),INS(e),INS(r),INS(à);DEL(arsi)
ripararsi;ti ripari;INS(ti )riparDEL(ars)i;INS(ti );DEL(ars)
inquinare;inquinato;inquinaDEL(re)INS(t)INS(o);INS(t),INS(o);DEL(re)
abbatuffolare;abbatuffolasti;abbatuffolaDEL(re)INS(sti);INS(sti);DEL(re)
stasarsi;stasatevi;stasaDEL(r)DEL(s)INS(t)INS(e)INS(v)i;INS(t),INS(e),INS(v);DEL(r),DEL(s)
concepire;concepisse;concepiDEL(r)INS(s)INS(s)e;INS(s),INS(s);DEL(r)
intrufolarsi;mi intrufolo;INS(mi )intrufolDEL(arsi)INS(o);INS(mi ),INS(o);DEL(arsi)
rafforzarsi;si rafforzi;INS(si )rafforzDEL(ars)i;INS(si );DEL(ars)
sovraimporre;sovraimpose;sovraimpoDEL(r)DEL(r)INS(s)e;INS(s);DEL(r),DEL(r)
attorcigliare;attorciglierai;attorcigliDEL(ar)eINS(r)INS(a)INS(i);INS(r),INS(a),INS(i);DEL(ar)
scarrozzare;scarrozzerebbero;scarrozzDEL(a)INS(e)reINS(b)INS(b)INS(e)INS(r)INS(o);INS(e),INS(b),INS(b),INS(e),INS(r),INS(o);DEL(a)
rispecchiare;rispecchia;rispecchiaDEL(re);;DEL(re)
sopraedificare;sopraedificaste;sopraedificaDEL(r)INS(st)e;INS(st);DEL(r)
segnoreggiare;segnoreggeremo;segnoreggDEL(i)DEL(a)INS(e)reINS(mo);INS(e),INS(mo);DEL(i),DEL(a)
desonorizzare;desonorizzare;desonorizzare;;
pianeggiare;pianeggiavamo;pianeggiaDEL(re)INS(va)INS(mo);INS(va),INS(mo);DEL(re)
succidere;succiderai;succiderDEL(e)INS(a)INS(i);INS(a),INS(i);DEL(e)
strambare;stramberà;strambDEL(ar)eINS(r)INS(à);INS(r),INS(à);DEL(ar)
ovviare;ovviammo;ovviaDEL(re)INS(mmo);INS(mmo);DEL(re)
innervosirsi;si innervosisca;INS(si )innervosiDEL(r)sDEL(i)INS(c)INS(a);INS(si ),INS(c),INS(a);DEL(r),DEL(i)
soppalcare;soppalchino;soppalcDEL(are)INS(h)INS(i)INS(n)INS(o);INS(h),INS(i),INS(n),INS(o);DEL(are)
ellenizzare;ellenizzassi;ellenizzaDEL(re)INS(ssi);INS(ssi);DEL(re)
duplicare;duplichi;duplicDEL(are)INS(h)INS(i);INS(h),INS(i);DEL(are)
smuovere;smoveste;smDEL(u)oveDEL(r)INS(st)e;INS(st);DEL(u),DEL(r)
proscrivere;proscriverei;proscrivereINS(i);INS(i);
illeggiadrire;illeggiadristi;illeggiadrINS(i)INS(s)INS(t)iDEL(re);INS(i),INS(s),INS(t);DEL(re)
caratare;caratereste;caratDEL(a)INS(e)rINS(e)INS(s)INS(t)e;INS(e),INS(e),INS(s),INS(t);DEL(a)
sopirsi;si sopì;INS(si )sopDEL(i)DEL(rsi)INS(ì);INS(si ),INS(ì);DEL(i),DEL(rsi)
ingolfare;ingolfassero;ingolfaINS(s)INS(s)INS(e)rDEL(e)INS(o);INS(s),INS(s),INS(e),INS(o);DEL(e)
uggiolare;uggiolano;uggiolaDEL(re)INS(no);INS(no);DEL(re)
dilatarsi;si dilatavano;INS(si )dilataDEL(rsi)INS(vano);INS(si ),INS(vano);DEL(rsi)
disabituarsi;disabituarsi;disabituarsi;;
stare;stessimo;stDEL(ar)eINS(s)INS(s)INS(i)INS(m)INS(o);INS(s),INS(s),INS(i),INS(m),INS(o);DEL(ar)
saldarsi;mi saldassi;INS(mi )saldaDEL(r)sINS(s)i;INS(mi ),INS(s);DEL(r)
filosofare;filosoferò;filosofDEL(ar)eINS(r)INS(ò);INS(r),INS(ò);DEL(ar)
surrogare;surroghereste;surrogDEL(a)INS(h)INS(e)rINS(e)INS(s)INS(t)e;INS(h),INS(e),INS(e),INS(s),INS(t);DEL(a)
ristruggere;ristruggesti;ristruggDEL(er)eINS(sti);INS(sti);DEL(er)
dialogare;dialoghi;dialogDEL(are)INS(h)INS(i);INS(h),INS(i);DEL(are)
superarsi;superarsi;superarsi;;
reciprocare;reciprocherebbe;reciprocDEL(a)INS(h)INS(e)rINS(ebb)e;INS(h),INS(e),INS(ebb);DEL(a)
incupire;incupisco;incupiDEL(re)INS(s)INS(c)INS(o);INS(s),INS(c),INS(o);DEL(re)
tergiversare;tergiversavo;tergiversaDEL(re)INS(v)INS(o);INS(v),INS(o);DEL(re)
infondere;infondete;infondeDEL(r)INS(t)e;INS(t);DEL(r)
spacciarsi;mi spacci;INS(mi )spaccDEL(i)DEL(ars)i;INS(mi );DEL(i),DEL(ars)
discantare;discantiate;discantINS(i)aDEL(r)INS(t)e;INS(i),INS(t);DEL(r)
ostracizzare;ostracizzi;ostracizzDEL(are)INS(i);INS(i);DEL(are)
pingere;pingesse;pingeDEL(r)INS(s)INS(s)e;INS(s),INS(s);DEL(r)
dissequestrare;dissequestrare;dissequestrare;;
smobiliare;smobiliando;smobiliaDEL(re)INS(n)INS(d)INS(o);INS(n),INS(d),INS(o);DEL(re)
istaurare;istaurerete;istaurDEL(a)INS(e)rINS(et)e;INS(e),INS(et);DEL(a)
suffondere;suffonda;suffondDEL(ere)INS(a);INS(a);DEL(ere)
bissare;bissante;bissaDEL(r)INS(n)INS(t)e;INS(n),INS(t);DEL(r)
pettegolare;pettegoleranno;pettegolDEL(ar)eINS(r)INS(a)INS(n)INS(n)INS(o);INS(r),INS(a),INS(n),INS(n),INS(o);DEL(ar)
smattonare;smattonerai;smattonDEL(ar)eINS(r)INS(a)INS(i);INS(r),INS(a),INS(i);DEL(ar)
omettere;ometteste;ometteDEL(r)INS(st)e;INS(st);DEL(r)
intelare;intelò;intelDEL(are)INS(ò);INS(ò);DEL(are)
battibeccare;battibecco;battibeccDEL(are)INS(o);INS(o);DEL(are)
scapsulare;scapsuli;scapsulDEL(are)INS(i);INS(i);DEL(are)
feltrarsi;vi feltrereste;INS(vi )feltrDEL(arsi)INS(e)INS(r)INS(e)INS(s)INS(t)INS(e);INS(vi ),INS(e),INS(r),INS(e),INS(s),INS(t),INS(e);DEL(arsi)
subornare;subornavate;subornaDEL(r)INS(v)INS(a)INS(t)e;INS(v),INS(a),INS(t);DEL(r)
incerottare;incerotteresti;incerottDEL(a)INS(e)reINS(sti);INS(e),INS(sti);DEL(a)
calmierare;calmierate;calmieraDEL(r)INS(t)e;INS(t);DEL(r)
increscere;incresceremmo;increscereINS(mmo);INS(mmo);
peragrare;peragriamo;peragrINS(i)aDEL(re)INS(mo);INS(i),INS(mo);DEL(re)
consolidarsi;si consolidino;INS(si )consolidDEL(ars)iINS(no);INS(si ),INS(no);DEL(ars)
avvignare;avvignavate;avvignaDEL(r)INS(v)INS(a)INS(t)e;INS(v),INS(a),INS(t);DEL(r)
premurarsi;ci premuriamo;INS(ci )premurDEL(ars)iINS(a)INS(mo);INS(ci ),INS(a),INS(mo);DEL(ars)
irrigidire;irrigidissi;irrigidINS(i)INS(s)INS(s)iDEL(re);INS(i),INS(s),INS(s);DEL(re)
violare;violi;violDEL(are)INS(i);INS(i);DEL(are)
rinforzare;rinforzò;rinforzDEL(are)INS(ò);INS(ò);DEL(are)
calcificare;calcificherebbe;calcificDEL(a)INS(h)INS(e)rINS(ebb)e;INS(h),INS(e),INS(ebb);DEL(a)
deliberare;deliberassimo;deliberaDEL(re)INS(s)INS(s)INS(i)INS(m)INS(o);INS(s),INS(s),INS(i),INS(m),INS(o);DEL(re)
scontorcere;scontorcono;scontorcDEL(ere)INS(o)INS(n)INS(o);INS(o),INS(n),INS(o);DEL(ere)
riempiere;riempiuto;riempiDEL(ere)INS(u)INS(t)INS(o);INS(u),INS(t),INS(o);DEL(ere)
ricomprendere;ricomprendere;ricomprendere;;
disporsi;vi disponeste;INS(vi )dispoDEL(rsi)INS(n)INS(e)INS(s)INS(t)INS(e);INS(vi ),INS(n),INS(e),INS(s),INS(t),INS(e);DEL(rsi)
nullificare;nullificheremmo;nullificDEL(a)INS(h)INS(e)reINS(mmo);INS(h),INS(e),INS(mmo);DEL(a)
lesionarsi;si lesionano;INS(si )lesionaDEL(rsi)INS(no);INS(si ),INS(no);DEL(rsi)
angariare;angariassi;angariaDEL(re)INS(ssi);INS(ssi);DEL(re)
confricare;confricante;confricaDEL(r)INS(n)INS(t)e;INS(n),INS(t);DEL(r)
esagerare;esageravi;esageraDEL(re)INS(v)INS(i);INS(v),INS(i);DEL(re)
spannare;spannerei;spannDEL(a)INS(e)reINS(i);INS(e),INS(i);DEL(a)
scottare;scotterei;scottDEL(a)INS(e)reINS(i);INS(e),INS(i);DEL(a)
scalfare;scalfi;scalfDEL(are)INS(i);INS(i);DEL(are)
spalancare;spalanca;spalancaDEL(re);;DEL(re)
disacidificare;disacidificassimo;disacidificaDEL(re)INS(s)INS(s)INS(i)INS(m)INS(o);INS(s),INS(s),INS(i),INS(m),INS(o);DEL(re)
disascondere;disascondete;disascondeDEL(r)INS(t)e;INS(t);DEL(r)
scoppiare;scoppiante;scoppiaDEL(r)INS(n)INS(t)e;INS(n),INS(t);DEL(r)
industriarsi;si industriassero;INS(si )industriaINS(s)INS(s)INS(e)rDEL(s)DEL(i)INS(o);INS(si ),INS(s),INS(s),INS(e),INS(o);DEL(s),DEL(i)
prorogare;prorogo;prorogDEL(are)INS(o);INS(o);DEL(are)
sgretolarsi;si sgretoli;INS(si )sgretolDEL(ars)i;INS(si );DEL(ars)
sbuffare;sbuffavamo;sbuffaDEL(re)INS(va)INS(mo);INS(va),INS(mo);DEL(re)
trangugiare;trangugiavamo;trangugiaDEL(re)INS(va)INS(mo);INS(va),INS(mo);DEL(re)
sapersi;si sapesse;INS(si )sapeDEL(r)sDEL(i)INS(s)INS(e);INS(si ),INS(s),INS(e);DEL(r),DEL(i)
aspettare;aspetterebbe;aspettDEL(a)INS(e)rINS(ebb)e;INS(e),INS(ebb);DEL(a)
decatizzare;decatizzò;decatizzDEL(are)INS(ò);INS(ò);DEL(are)
spopolare;spopolerebbero;spopolDEL(a)INS(e)reINS(b)INS(b)INS(e)INS(r)INS(o);INS(e),INS(b),INS(b),INS(e),INS(r),INS(o);DEL(a)
seguitare;seguitasse;seguitaDEL(r)INS(s)INS(s)e;INS(s),INS(s);DEL(r)
addocilire;addocilente;addocilDEL(i)DEL(r)INS(e)INS(n)INS(t)e;INS(e),INS(n),INS(t);DEL(i),DEL(r)
ostruirsi;ci ostruiremmo;INS(ci )ostruirDEL(s)DEL(i)INS(e)INS(m)INS(m)INS(o);INS(ci ),INS(e),INS(m),INS(m),INS(o);DEL(s),DEL(i)
sopraporre;sopraporrà;sopraporrDEL(e)INS(à);INS(à);DEL(e)
rarefare;rarefacessimo;rarefaDEL(r)INS(c)eINS(s)INS(s)INS(i)INS(m)INS(o);INS(c),INS(s),INS(s),INS(i),INS(m),INS(o);DEL(r)
latitare;latitino;latitDEL(are)INS(i)INS(n)INS(o);INS(i),INS(n),INS(o);DEL(are)
ingraziare;ingraziasti;ingraziaDEL(re)INS(sti);INS(sti);DEL(re)
attovagliare;attovagliano;attovagliaDEL(re)INS(no);INS(no);DEL(re)
disintossicare;disintossichino;disintossicDEL(are)INS(h)INS(i)INS(n)INS(o);INS(h),INS(i),INS(n),INS(o);DEL(are)
scartavetrare;scartavetrasse;scartavetraDEL(r)INS(s)INS(s)e;INS(s),INS(s);DEL(r)
estinguere;estinguere;estinguere;;
tinteggiare;tinteggiare;tinteggiare;;
intendere;intendete;intendeDEL(r)INS(t)e;INS(t);DEL(r)
omogenizzare;omogenizzavate;omogenizzaDEL(r)INS(v)INS(a)INS(t)e;INS(v),INS(a),INS(t);DEL(r)
specchiarsi;mi specchiassi;INS(mi )specchiaDEL(r)sINS(s)i;INS(mi ),INS(s);DEL(r)
avallare;avalli;avallDEL(are)INS(i);INS(i);DEL(are)
arrestarsi;arrestandosi;arrestaDEL(r)INS(n)INS(d)INS(o)si;INS(n),INS(d),INS(o);DEL(r)
rigelare;rigelante;rigelaDEL(r)INS(n)INS(t)e;INS(n),INS(t);DEL(r)
delirare;delirerete;delirDEL(a)INS(e)rINS(et)e;INS(e),INS(et);DEL(a)
dimensionare;dimensioneranno;dimensionDEL(ar)eINS(r)INS(a)INS(n)INS(n)INS(o);INS(r),INS(a),INS(n),INS(n),INS(o);DEL(ar)
choccare;chocchino;choccDEL(are)INS(h)INS(i)INS(n)INS(o);INS(h),INS(i),INS(n),INS(o);DEL(are)
gingillarsi;vi gingillereste;INS(vi )gingillDEL(arsi)INS(e)INS(r)INS(e)INS(s)INS(t)INS(e);INS(vi ),INS(e),INS(r),INS(e),INS(s),INS(t),INS(e);DEL(arsi)
trapiantare;trapiantando;trapiantaDEL(re)INS(n)INS(d)INS(o);INS(n),INS(d),INS(o);DEL(re)
ingualdrappare;ingualdrappi;ingualdrappDEL(are)INS(i);INS(i);DEL(are)
sforzare;sforzino;sforzDEL(are)INS(i)INS(n)INS(o);INS(i),INS(n),INS(o);DEL(are)
svenare;sveni;svenDEL(are)INS(i);INS(i);DEL(are)
caratterizzarsi;ti caratterizzeresti;INS(ti )caratterizzDEL(a)INS(e)rINS(e)sINS(t)i;INS(ti ),INS(e),INS(e),INS(t);DEL(a)
pavoneggiarsi;ti pavoneggi;INS(ti )pavoneggDEL(i)DEL(ars)i;INS(ti );DEL(i),DEL(ars)
frullare;frullerete;frullDEL(a)INS(e)rINS(et)e;INS(e),INS(et);DEL(a)
spicciare;spicci;spicciDEL(are);;DEL(are)
soprastampare;soprastamperemo;soprastampDEL(a)INS(e)reINS(mo);INS(e),INS(mo);DEL(a)
completare;completarono;completarDEL(e)INS(o)INS(n)INS(o);INS(o),INS(n),INS(o);DEL(e)
berciare;berciò;berciDEL(are)INS(ò);INS(ò);DEL(are)
sbiettare;sbietto;sbiettDEL(are)INS(o);INS(o);DEL(are)
votarsi;mi votassi;INS(mi )votaDEL(r)sINS(s)i;INS(mi ),INS(s);DEL(r)
ringiovenire;ringiovenisci;ringiovenINS(i)INS(s)INS(c)iDEL(re);INS(i),INS(s),INS(c);DEL(re)
ammutinarsi;mi ammutinerei;INS(mi )ammutinDEL(ars)INS(e)INS(r)INS(e)i;INS(mi ),INS(e),INS(r),INS(e);DEL(ars)
intingere;intingemmo;intingDEL(er)eINS(mmo);INS(mmo);DEL(er)
selciare;selceremo;selcDEL(i)DEL(a)INS(e)reINS(mo);INS(e),INS(mo);DEL(i),DEL(a)
transcrivere;transcrivevamo;transcrivDEL(er)eINS(va)INS(mo);INS(va),INS(mo);DEL(er)
