Source;Target;Combined;Inserts;Deletes
þirîk;þirîkek;þirîINS(ke)k;INS(ke);
perestin;perestinin;perestINS(in)in;INS(in);
biyang;biyanga;biyangINS(a);INS(a);
nifûz;nifûzine;nifûzINS(ine);INS(ine);
trawma;trawmaeke;trawmaINS(eke);INS(eke);
rêveçûn;rêveçûn;rêveçûn;;
þeþik;þeþikek;þeþiINS(ke)k;INS(ke);
kevirkanî;kevirkanîî;kevirkanîINS(î);INS(î);
roportaj;roportajno;roportajINS(no);INS(no);
bêîmkanî;bêîmkanîan;bêîmkanîINS(an);INS(an);
gulîl;gulîleke;gulîlINS(eke);INS(eke);
tacandin;tacandineke;tacandinINS(eke);INS(eke);
hevirmiþ;hevirmiþek;hevirmiþINS(ek);INS(ek);
plançêker;plançêkerek;plançêkerINS(ek);INS(ek);
qinap;qinapin;qinapINS(in);INS(in);
gurîs;gurîsno;gurîsINS(no);INS(no);
pate;pateine;patINS(ein)e;INS(ein);
guwahê çavkî;guwahê çavkîa;guwahê çavkîINS(a);INS(a);
zirêx;zirêxek;zirêxINS(ek);INS(ek);
awam;awamno;awamINS(no);INS(no);
beyanker;beyanker;beyanker;;
îham;îhamno;îhamINS(no);INS(no);
rewac;rewac;rewac;;
behitîn;behitîn;behitîn;;
rûv;rûvan;rûvINS(an);INS(an);
ruhnî;ruhnîa;ruhnîINS(a);INS(a);
riþt;riþtên;riþtINS(ên);INS(ên);
bele;beleinan;beleINS(inan);INS(inan);
asfalt;asfaltê;asfaltINS(ê);INS(ê);
mirandin;mirandinek;mirandinINS(ek);INS(ek);
nezan;nezano;nezanINS(o);INS(o);
kuxuyan;kuxuyaine;kuxuyaINS(i)nINS(e);INS(i),INS(e);
xweçêkirin;xweçêkirinê;xweçêkirinINS(ê);INS(ê);
nebat;nebato;nebatINS(o);INS(o);
kalîks;kalîks;kalîks;;
kip;kipê;kipINS(ê);INS(ê);
çews;çewsên;çewsINS(ên);INS(ên);
zeliqîn;zeliqîim;zeliqîDEL(n)INS(im);INS(im);DEL(n)
kûçe;kûçea;kûçeINS(a);INS(a);
hil-kêþan;bihil-kêþaayî;INS(bi)hil-kêþaDEL(n)INS(ayî);INS(bi),INS(ayî);DEL(n)
despot;despotine;despotINS(ine);INS(ine);
kerqolan;kerqolaninan;kerqolINS(anin)an;INS(anin);
kêz;kêzek;kêzINS(ek);INS(ek);
parazît;parazîtan;parazîtINS(an);INS(an);
xêrgeman;xêrgemana;xêrgemanINS(a);INS(a);
xap;xapeke;xapINS(eke);INS(eke);
tirabêlk;tirabêlk;tirabêlk;;
muþt;muþto;muþtINS(o);INS(o);
kepir;kepirinan;kepirINS(inan);INS(inan);
bestenî;bestenîinan;bestenîINS(inan);INS(inan);
stand;standek;standINS(ek);INS(ek);
sosin;sosin;sosin;;
sir û seqem;sir û seqemek;sir û seqemINS(ek);INS(ek);
