Source;Target;Combined;Inserts;Deletes
melding;meldingar;meldingINS(ar);INS(ar);
blokkflauta;blokkflautur;blokkflautDEL(a)INS(ur);INS(ur);DEL(a)
blessa;blessum;blessDEL(a)INS(um);INS(um);DEL(a)
æfa;æfum;æfDEL(a)INS(um);INS(um);DEL(a)
jarmur;jarmi;jarmDEL(ur)INS(i);INS(i);DEL(ur)
pamfíll;pamfílinn;pamfíDEL(l)lINS(inn);INS(inn);DEL(l)
stórhertogi;stórhertoga;stórhertogDEL(i)INS(a);INS(a);DEL(i)
gaukur;gaukinn;gaukDEL(ur)INS(inn);INS(inn);DEL(ur)
strekkja;strekktir;strekkDEL(ja)INS(tir);INS(tir);DEL(ja)
öxl;öxlinni;öxlINS(inni);INS(inni);
samtenging;samtengingarnar;samtengingINS(arnar);INS(arnar);
haus;hausa;hausINS(a);INS(a);
arga;örguðum;DEL(a)INS(ö)rgDEL(a)INS(uðum);INS(ö),INS(uðum);DEL(a),DEL(a)
hraða;hröðum;hrDEL(aða)INS(öðum);INS(öðum);DEL(aða)
sverðfiskur;sverðfiskunum;sverðfiskuDEL(r)INS(num);INS(num);DEL(r)
brennisteinn;brennisteinum;brennisteiDEL(n)nINS(um);INS(um);DEL(n)
nýta;nýttir;nýtDEL(a)INS(tir);INS(tir);DEL(a)
höfðingi;höfðingjum;höfðingDEL(i)INS(jum);INS(jum);DEL(i)
nafn;nöfnum;nDEL(a)INS(ö)fnINS(um);INS(ö),INS(um);DEL(a)
rigning;rigningunni;rigningINS(unni);INS(unni);
kisa;kisur;kisDEL(a)INS(ur);INS(ur);DEL(a)
skáli;skálans;skálDEL(i)INS(ans);INS(ans);DEL(i)
glæpur;glæpa;glæpDEL(ur)INS(a);INS(a);DEL(ur)
náttmál;náttmál;náttmál;;
Englendingur;englendinga;DEL(E)INS(e)nglendingDEL(ur)INS(a);INS(e),INS(a);DEL(E),DEL(ur)
nýra;nýrað;nýraINS(ð);INS(ð);
núbbi;núbba;núbbDEL(i)INS(a);INS(a);DEL(i)
stórköttur;stórkettirnir;stórkDEL(ö)INS(e)ttDEL(u)INS(irni)r;INS(e),INS(irni);DEL(ö),DEL(u)
lortur;lorta;lortDEL(ur)INS(a);INS(a);DEL(ur)
búningsklefi;búningsklefum;búningsklefDEL(i)INS(um);INS(um);DEL(i)
barátta;baráttu;baráttDEL(a)INS(u);INS(u);DEL(a)
trippi;trippa;trippDEL(i)INS(a);INS(a);DEL(i)
trunta;truntunnar;truntINS(unn)aINS(r);INS(unn),INS(r);
kroppa;kroppaðir;kroppaINS(ðir);INS(ðir);
létta;létti;léttDEL(a)INS(i);INS(i);DEL(a)
hvískra;hvískra;hvískra;;
ræll;ræll;ræll;;
dauðafræði;dauðafræðinni;dauðafræðINS(inn)i;INS(inn);
mjöður;mjaðar;mjDEL(öðu)INS(aða)r;INS(aða);DEL(öðu)
pabbi;pabba;pabbDEL(i)INS(a);INS(a);DEL(i)
elta;eltum;eltDEL(a)INS(um);INS(um);DEL(a)
negri;negra;negrDEL(i)INS(a);INS(a);DEL(i)
málsháttur;málshátta;málsháttDEL(ur)INS(a);INS(a);DEL(ur)
endastöð;endastöð;endastöð;;
dvali;dvalinn;dvaliINS(nn);INS(nn);
taugakerfi;taugakerfi;taugakerfi;;
útisundlaug;útisundlaugarnar;útisundlaugINS(arnar);INS(arnar);
hænsn;hænsnið;hænsnINS(ið);INS(ið);
álfur;álfs;álfDEL(ur)INS(s);INS(s);DEL(ur)
kæti;kætinnar;kætiINS(nnar);INS(nnar);
hefð;hefðarinnar;hefðINS(arinnar);INS(arinnar);
rýna;rýni;rýnDEL(a)INS(i);INS(i);DEL(a)
algildistákn;algildistákn;algildistákn;;
sekvensa;sekvensuna;sekvensINS(un)a;INS(un);
samfélag;samfélagið;samfélagINS(ið);INS(ið);
baðmullarsvunta;baðmullarsvuntum;baðmullarsvuntDEL(a)INS(um);INS(um);DEL(a)
bak;bökin;bDEL(a)INS(ö)kINS(in);INS(ö),INS(in);DEL(a)
granni;granna;grannDEL(i)INS(a);INS(a);DEL(i)
rugla;ruglandi;ruglaINS(ndi);INS(ndi);
mitti;mittum;mittDEL(i)INS(um);INS(um);DEL(i)
lögreglustjóri;lögreglustjórunum;lögreglustjórDEL(i)INS(unum);INS(unum);DEL(i)
fælast;fælist;fælDEL(a)INS(i)st;INS(i);DEL(a)
sífra;sífrir;sífINS(ri)rDEL(a);INS(ri);DEL(a)
bótúlíneitrun;bótúlíneitrunina;bótúlíneitrunINS(ina);INS(ina);
tilfinning;tilfinningarnar;tilfinningINS(arnar);INS(arnar);
dropi;droparnir;dropINS(arn)iINS(r);INS(arn),INS(r);
fanga;fangið;fangDEL(a)INS(ið);INS(ið);DEL(a)
sótt;sóttina;sóttINS(ina);INS(ina);
lofa;lofuðuð;lofDEL(a)INS(uðuð);INS(uðuð);DEL(a)
hnífur;hnífnum;hnífINS(n)uDEL(r)INS(m);INS(n),INS(m);DEL(r)
þvarg;þvargið;þvargINS(ið);INS(ið);
engifer;engiferinu;engiferINS(inu);INS(inu);
makka;makki;makkDEL(a)INS(i);INS(i);DEL(a)
límóna;límónu;límónDEL(a)INS(u);INS(u);DEL(a)
jöfnun;jafnanir;jDEL(ö)INS(a)fnDEL(u)INS(a)nINS(ir);INS(a),INS(a),INS(ir);DEL(ö),DEL(u)
tvísykra;tvísykru;tvísykrDEL(a)INS(u);INS(u);DEL(a)
þrengja;þrengdu;þrengDEL(ja)INS(du);INS(du);DEL(ja)
helta;heltir;heltDEL(a)INS(ir);INS(ir);DEL(a)
sær;sæ;sæDEL(r);;DEL(r)
stingur;stingirnir;stingDEL(u)INS(irni)r;INS(irni);DEL(u)
krani;kraninn;kraniINS(nn);INS(nn);
hnefi;hnefunum;hnefDEL(i)INS(unum);INS(unum);DEL(i)
stál;stál;stál;;
rýna;rýnið;rýnDEL(a)INS(ið);INS(ið);DEL(a)
strontín;strontín;strontín;;
hryggð;hryggðarinnar;hryggðINS(arinnar);INS(arinnar);
heiði;heiði;heiði;;
auðga;auðguðu;auðgDEL(a)INS(uðu);INS(uðu);DEL(a)
klápur;kláp;klápDEL(ur);;DEL(ur)
flygilhorn;flygilhornin;flygilhorINS(ni)n;INS(ni);
hlass;hlass;hlass;;
skin;skinanna;skinINS(anna);INS(anna);
eignarhaldsfélag;eignarhaldsfélag;eignarhaldsfélag;;
endir;endirinn;endirINS(inn);INS(inn);
erja;erjuðu;erjDEL(a)INS(uðu);INS(uðu);DEL(a)
stilla;stillið;stillDEL(a)INS(ið);INS(ið);DEL(a)
vana;vanaðir;vanaINS(ðir);INS(ðir);
múli;múlans;múlDEL(i)INS(ans);INS(ans);DEL(i)
mala;möluðuð;mDEL(ala)INS(öluðuð);INS(öluðuð);DEL(ala)
hrjósa;hrusu;hrDEL(jósa)INS(usu);INS(usu);DEL(jósa)
vitund;vitundanna;vitundINS(anna);INS(anna);
fylgd;fylgd;fylgd;;
rönd;röndum;röndINS(um);INS(um);
nopi;noparnir;nopINS(arn)iINS(r);INS(arn),INS(r);
þefa;þefað;þefaINS(ð);INS(ð);
ristill;ristlarnir;ristDEL(il)lINS(arnir);INS(arnir);DEL(il)
bringubein;bringubeinanna;bringubeinINS(anna);INS(anna);
tvíbaka;tvíbakanna;tvíbakINS(ann)a;INS(ann);
ytterbín;ytterbíni;ytterbínINS(i);INS(i);
skeyti;skeyti;skeyti;;
lífsgleði;lífsgleði;lífsgleði;;
jarl;jarls;jarlINS(s);INS(s);
staða;stöðu;stDEL(aða)INS(öðu);INS(öðu);DEL(aða)
himna;himnurnar;himINS(nur)naINS(r);INS(nur),INS(r);
horn;horn;horn;;
fækka;fækkar;fækkaINS(r);INS(r);
óskhyggja;óskhyggju;óskhyggjDEL(a)INS(u);INS(u);DEL(a)
hengja;hengduð;hengDEL(ja)INS(duð);INS(duð);DEL(ja)
píla;pílur;pílDEL(a)INS(ur);INS(ur);DEL(a)
hækja;hækjum;hækjDEL(a)INS(um);INS(um);DEL(a)
heimsmethafi;heimsmethafans;heimsmethafDEL(i)INS(ans);INS(ans);DEL(i)
stríða;stríddu;stríDEL(ða)INS(ddu);INS(ddu);DEL(ða)
hólf;hólfs;hólfINS(s);INS(s);
bull;bullið;bullINS(ið);INS(ið);
hefnd;hefnd;hefnd;;
þallín;þallínið;þallínINS(ið);INS(ið);
kistill;kistlar;kistDEL(il)lINS(ar);INS(ar);DEL(il)
smíði;smíðisins;smíðiINS(sins);INS(sins);
svekkja;svekki;svekkDEL(ja)INS(i);INS(i);DEL(ja)
etýða;etýðan;etýðaINS(n);INS(n);
tvenna;tvennu;tvennDEL(a)INS(u);INS(u);DEL(a)
klafi;klafa;klafDEL(i)INS(a);INS(a);DEL(i)
lögga;löggu;löggDEL(a)INS(u);INS(u);DEL(a)
braut;brautar;brautINS(ar);INS(ar);
frelsingi;frelsingjana;frelsingDEL(i)INS(jana);INS(jana);DEL(i)
háls;hálsinn;hálsINS(inn);INS(inn);
íkorni;íkorna;íkornDEL(i)INS(a);INS(a);DEL(i)
rúm;rúms;rúmINS(s);INS(s);
haukur;haukunum;haukuDEL(r)INS(num);INS(num);DEL(r)
forskeyti;forskeyti;forskeyti;;
krydda;kryddaði;kryddaINS(ði);INS(ði);
