Source;Target;Combined;Inserts;Deletes
pilsoniskākais;pilsoniskākajā;pilsoniskākaDEL(is)INS(jā);INS(jā);DEL(is)
kurdiskākais;kurdiskākajos;kurdiskākaDEL(i)INS(jo)s;INS(jo);DEL(i)
turēt;turot;turDEL(ē)INS(o)t;INS(o);DEL(ē)
centriste;centriste;centriste;;
situācija;situācijām;situācijDEL(a)INS(ām);INS(ām);DEL(a)
sātaniskais;sātaniskās;sātaniskDEL(ai)INS(ā)s;INS(ā);DEL(ai)
brunets;brunetos;brunetINS(o)s;INS(o);
zeltnesis;zeltnesi;zeltnesiDEL(s);;DEL(s)
sidrabaināks;sidrabaināku;sidrabainākDEL(s)INS(u);INS(u);DEL(s)
nepļaut;lai nepļauj;INS(lai )nepļauDEL(t)INS(j);INS(lai ),INS(j);DEL(t)
debates;debates;debates;;
vājredzīgs;vājredzīgai;vājredzīgDEL(s)INS(ai);INS(ai);DEL(s)
visbezjēdzīgākais;visbezjēdzīgākās;visbezjēdzīgākDEL(ai)INS(ā)s;INS(ā);DEL(ai)
rumānisks;rumāniskām;rumāniskDEL(s)INS(ām);INS(ām);DEL(s)
ciešākais;ciešākajā;ciešākaDEL(is)INS(jā);INS(jā);DEL(is)
telefonēt;jātelefonējot;INS(jā)telefonēINS(jo)t;INS(jā),INS(jo);
matemātiskākais;matemātiskāko;matemātiskākDEL(ais)INS(o);INS(o);DEL(ais)
melnkalnietis;melnkalnieši;melnkalnieDEL(t)INS(š)iDEL(s);INS(š);DEL(t),DEL(s)
vismīļākais;vismīļākajam;vismīļākaDEL(is)INS(jam);INS(jam);DEL(is)
ticēšana;ticēšanā;ticēšanDEL(a)INS(ā);INS(ā);DEL(a)
saule;sauļu;saINS(uļ)uDEL(le);INS(uļ);DEL(le)
nacionālāks;nacionālākas;nacionālākINS(a)s;INS(a);
nebēda;nebēda;nebēda;;
lingvistiskais;lingvistisko;lingvistiskDEL(ais)INS(o);INS(o);DEL(ais)
visslepenākais;visslepenākajā;visslepenākaDEL(is)INS(jā);INS(jā);DEL(is)
rakstīt;raksta;raksDEL(tī)tINS(a);INS(a);DEL(tī)
atstāstīt;atstāstot;atstāstDEL(ī)INS(o)t;INS(o);DEL(ī)
zobens;zoben;zobenDEL(s);;DEL(s)
sidrabainais;sidrabainais;sidrabainais;;
taijiskākais;taijiskākā;taijiskākDEL(ais)INS(ā);INS(ā);DEL(ais)
visvalgākais;visvalgākajai;visvalgākINS(aj)aiDEL(s);INS(aj);DEL(s)
trulāks;trulākiem;trulākDEL(s)INS(iem);INS(iem);DEL(s)
behemots;behemotam;behemotDEL(s)INS(am);INS(am);DEL(s)
runība;runība;runība;;
dziedājums;dziedājumiem;dziedājuINS(mie)mDEL(s);INS(mie);DEL(s)
staigākais;staigākās;staigākDEL(ai)INS(ā)s;INS(ā);DEL(ai)
mārīte;mārīti;mārītDEL(e)INS(i);INS(i);DEL(e)
truļākais;truļākās;truļākDEL(ai)INS(ā)s;INS(ā);DEL(ai)
lietaināks;lietaināku;lietainākDEL(s)INS(u);INS(u);DEL(s)
līķis;līķi;līķiDEL(s);;DEL(s)
melnais;melno;melnDEL(ais)INS(o);INS(o);DEL(ais)
taizemiskais;taizemisko;taizemiskDEL(ais)INS(o);INS(o);DEL(ais)
japāniskākais;japāniskākajā;japāniskākaDEL(is)INS(jā);INS(jā);DEL(is)
atstāstīt;atstāstot;atstāstDEL(ī)INS(o)t;INS(o);DEL(ī)
vislipnākais;vislipnākajās;vislipnākaDEL(i)INS(jā)s;INS(jā);DEL(i)
azerbaidžāniskāks;azerbaidžāniskākos;azerbaidžāniskākINS(o)s;INS(o);
indēt;esot jāindē;INS(esot jā)indēDEL(t);INS(esot jā);DEL(t)
skanēt;skanēt;skanēt;;
ticamākais;ticamāko;ticamākDEL(ais)INS(o);INS(o);DEL(ais)
visutainākais;visutainākajās;visutainākaDEL(i)INS(jā)s;INS(jā);DEL(i)
nevainot;nevainojām;nevainoDEL(t)INS(jām);INS(jām);DEL(t)
visspulgākais;visspulgāko;visspulgākDEL(ais)INS(o);INS(o);DEL(ais)
franciskais;francisko;franciskDEL(ais)INS(o);INS(o);DEL(ais)
ticamākais;ticamākajām;ticamākaDEL(is)INS(jām);INS(jām);DEL(is)
skandināviskākais;skandināviskākajiem;skandināviskākaINS(j)iDEL(s)INS(em);INS(j),INS(em);DEL(s)
vistīrākais;vistīrākie;vistīrākDEL(a)iDEL(s)INS(e);INS(e);DEL(a),DEL(s)
uzbekiskāks;uzbekiskākiem;uzbekiskākDEL(s)INS(iem);INS(iem);DEL(s)
visireālākais;visireālākajiem;visireālākaINS(j)iDEL(s)INS(em);INS(j),INS(em);DEL(s)
labāks;labākas;labākINS(a)s;INS(a);
māsa;māsas;māsaINS(s);INS(s);
vainīgums;vainīgumā;vainīgumDEL(s)INS(ā);INS(ā);DEL(s)
visūdeņainākais;visūdeņaināko;visūdeņainākDEL(ais)INS(o);INS(o);DEL(ais)
zvīņains;zvīņaina;zvīņainDEL(s)INS(a);INS(a);DEL(s)
vilks;vilku;vilkDEL(s)INS(u);INS(u);DEL(s)
sīriskais;sīriskajās;sīriskaDEL(i)INS(jā)s;INS(jā);DEL(i)
rakstnieks;rakstnieku;rakstniekDEL(s)INS(u);INS(u);DEL(s)
psihisks;psihiskām;psihiskDEL(s)INS(ām);INS(ām);DEL(s)
spilgtums;spilgtumā;spilgtumDEL(s)INS(ā);INS(ā);DEL(s)
nepalīdzēt;nepalīdzēsit;nepalīdzēINS(si)t;INS(si);
muļķīgāks;muļķīgāku;muļķīgākDEL(s)INS(u);INS(u);DEL(s)
pārart;lai pārar;INS(lai )pārarDEL(t);INS(lai );DEL(t)
vabals;vabals;vabals;;
kustonis;kustoņos;kustINS(oņ)oDEL(ni)s;INS(oņ);DEL(ni)
īss;īsu;īDEL(s)sINS(u);INS(u);DEL(s)
kross;krosu;kroDEL(s)sINS(u);INS(u);DEL(s)
uzvara;uzvaras;uzvaraINS(s);INS(s);
necaurredzamāks;necaurredzamākām;necaurredzamākDEL(s)INS(ām);INS(ām);DEL(s)
īpašākais;īpašāko;īpašākDEL(ais)INS(o);INS(o);DEL(ais)
bloķēt;esot jābloķē;INS(esot jā)bloķēDEL(t);INS(esot jā);DEL(t)
kustīgums;kustīgum;kustīgumDEL(s);;DEL(s)
tautiskāks;tautiskākiem;tautiskākDEL(s)INS(iem);INS(iem);DEL(s)
tajs;taju;tajDEL(s)INS(u);INS(u);DEL(s)
apātiskākais;apātiskākās;apātiskākDEL(ai)INS(ā)s;INS(ā);DEL(ai)
niknāks;niknāku;niknākDEL(s)INS(u);INS(u);DEL(s)
sirde;sirdes;sirdeINS(s);INS(s);
anglis;angļiem;angDEL(lis)INS(ļiem);INS(ļiem);DEL(lis)
nesmaidīt;nesmaidījām;nesmaidīDEL(t)INS(jām);INS(jām);DEL(t)
kosmiskais;kosmisko;kosmiskDEL(ais)INS(o);INS(o);DEL(ais)
realizēt;realizējams;realizēDEL(t)INS(jams);INS(jams);DEL(t)
drosākais;drosākais;drosākais;;
visirākiskākais;visirākiskākā;visirākiskākDEL(ais)INS(ā);INS(ā);DEL(ais)
cepties;cepoties;cepINS(o)ties;INS(o);
visreliģiskākais;visreliģiskākajos;visreliģiskākaDEL(i)INS(jo)s;INS(jo);DEL(i)
baltmaize;baltmaize;baltmaize;;
moldāvisks;moldāviska;moldāviskDEL(s)INS(a);INS(a);DEL(s)
art;esot jāar;INS(esot jā)arDEL(t);INS(esot jā);DEL(t)
gigantiskāks;gigantiskākām;gigantiskākDEL(s)INS(ām);INS(ām);DEL(s)
nepacepties;nepacepas;nepacepDEL(tie)INS(a)s;INS(a);DEL(tie)
lūsis;lūšiem;lūDEL(sis)INS(šiem);INS(šiem);DEL(sis)
visskaļākais;visskaļākajai;visskaļākINS(aj)aiDEL(s);INS(aj);DEL(s)
sabulis;sabulim;sabuliDEL(s)INS(m);INS(m);DEL(s)
necelt;neceļat;neceDEL(l)INS(ļa)t;INS(ļa);DEL(l)
visšaurākais;visšaurākajos;visšaurākaDEL(i)INS(jo)s;INS(jo);DEL(i)
lieliskāks;lieliskākus;lieliskākINS(u)s;INS(u);
sekunde;sekundi;sekundDEL(e)INS(i);INS(i);DEL(e)
vējaināks;vējainākās;vējainākINS(ā)s;INS(ā);
neīgt;neīgsi;neīgDEL(t)INS(si);INS(si);DEL(t)
azerbaidžānis;azerbaidžānis;azerbaidžānis;;
eksistenciālistiskākais;eksistenciālistiskākās;eksistenciālistiskākDEL(ai)INS(ā)s;INS(ā);DEL(ai)
beigt;beidz;beiDEL(gt)INS(dz);INS(dz);DEL(gt)
pakistāniete;pakistānietes;pakistānieteINS(s);INS(s);
slimība;slimības;slimībaINS(s);INS(s);
visamerikāniskākais;visamerikāniskākās;visamerikāniskākDEL(ai)INS(ā)s;INS(ā);DEL(ai)
viseksistenciālistiskākais;viseksistenciālistiskākajos;viseksistenciālistiskākaDEL(i)INS(jo)s;INS(jo);DEL(i)
korejiešu valoda;korejiešu valoda;korejiešu valoda;;
taisnība;taisnībā;taisnībDEL(a)INS(ā);INS(ā);DEL(a)
gudrāks;gudrākās;gudrākINS(ā)s;INS(ā);
mezglainākais;mezglainākajām;mezglainākaDEL(is)INS(jām);INS(jām);DEL(is)
korejiete;korejietes;korejieteINS(s);INS(s);
atart;atart;atart;;
sēklinieks;sēkliniekiem;sēkliniekDEL(s)INS(iem);INS(iem);DEL(s)
spējīgais;spējīgo;spējīgDEL(ais)INS(o);INS(o);DEL(ais)
sastāvs;sastāvā;sastāvDEL(s)INS(ā);INS(ā);DEL(s)
visīslandiskākais;visīslandiskākajiem;visīslandiskākaINS(j)iDEL(s)INS(em);INS(j),INS(em);DEL(s)
visvājredzīgākais;visvājredzīgākās;visvājredzīgākDEL(ai)INS(ā)s;INS(ā);DEL(ai)
krūms;krūmiem;krūINS(mie)mDEL(s);INS(mie);DEL(s)
korejisks;korejiskas;korejiskINS(a)s;INS(a);
sirpis;sirpjiem;sirpINS(j)iDEL(s)INS(em);INS(j),INS(em);DEL(s)
mobilais;mobilā;mobilDEL(ais)INS(ā);INS(ā);DEL(ais)
minēt;minēji;minēDEL(t)INS(ji);INS(ji);DEL(t)
izcept;izcepis;izcepDEL(t)INS(is);INS(is);DEL(t)
riktīgs;riktīgiem;riktīgDEL(s)INS(iem);INS(iem);DEL(s)
lieliskāks;lieliskākos;lieliskākINS(o)s;INS(o);
visturīgākais;visturīgāko;visturīgākDEL(ais)INS(o);INS(o);DEL(ais)
visvienīgākais;visvienīgāko;visvienīgākDEL(ais)INS(o);INS(o);DEL(ais)
kļūdainākais;kļūdainākajām;kļūdainākaDEL(is)INS(jām);INS(jām);DEL(is)
peldēt;peldēsi;peldēDEL(t)INS(si);INS(si);DEL(t)
klasifikācija;klasifikāciju;klasifikācijDEL(a)INS(u);INS(u);DEL(a)
ēdienkarte;ēdienkartē;ēdienkartDEL(e)INS(ē);INS(ē);DEL(e)
stabiņš;stabiņos;stabiņDEL(š)INS(os);INS(os);DEL(š)
kārpa;kārpām;kārpDEL(a)INS(ām);INS(ām);DEL(a)
ģeofiziķe;ģeofiziķei;ģeofiziķeINS(i);INS(i);
kosmiskāks;kosmiskākos;kosmiskākINS(o)s;INS(o);
zvīna;zvīnu;zvīnDEL(a)INS(u);INS(u);DEL(a)
žvankstēt;žvankstēsim;žvankstēDEL(t)INS(sim);INS(sim);DEL(t)
neintonēt;neintonēja;neintonēDEL(t)INS(ja);INS(ja);DEL(t)
volejbols;volejbol;volejbolDEL(s);;DEL(s)
lesbiete;lesbieti;lesbietDEL(e)INS(i);INS(i);DEL(e)
neatcept;neatcepām;neatcepDEL(t)INS(ām);INS(ām);DEL(t)
līķis;līķi;līķiDEL(s);;DEL(s)
kucēns;kucēns;kucēns;;
vistautiskākais;vistautiskākā;vistautiskākDEL(ais)INS(ā);INS(ā);DEL(ais)
dzīvošana;dzīvošanu;dzīvošanDEL(a)INS(u);INS(u);DEL(a)
dzirdīgāks;dzirdīgākā;dzirdīgākDEL(s)INS(ā);INS(ā);DEL(s)
vissaldākais;vissaldāko;vissaldākDEL(ais)INS(o);INS(o);DEL(ais)
mukla;muklas;muklaINS(s);INS(s);
neaizart;neaizaršana;neaizarDEL(t)INS(šana);INS(šana);DEL(t)
velt;vēlām;vDEL(elt)INS(ēlām);INS(ēlām);DEL(elt)
papīrs;papīru;papīrDEL(s)INS(u);INS(u);DEL(s)
vakardiena;vakardienām;vakardienDEL(a)INS(ām);INS(ām);DEL(a)
filozofe;filozofēm;filozofDEL(e)INS(ēm);INS(ēm);DEL(e)
visjēlākais;visjēlākajiem;visjēlākaINS(j)iDEL(s)INS(em);INS(j),INS(em);DEL(s)
nabagāks;nabagāku;nabagākDEL(s)INS(u);INS(u);DEL(s)
nemežģīt;nemežģīju;nemežģīDEL(t)INS(ju);INS(ju);DEL(t)
rauduve;rauduves;rauduveINS(s);INS(s);
mazturīgais;mazturīgajos;mazturīgaDEL(i)INS(jo)s;INS(jo);DEL(i)
vismezglainākais;vismezglaināko;vismezglainākDEL(ais)INS(o);INS(o);DEL(ais)
maksāt;maksāšu;maksāDEL(t)INS(šu);INS(šu);DEL(t)
tīrītava;tīrītavai;tīrītavaINS(i);INS(i);
vēdeklis;vēdekļos;vēdekDEL(li)INS(ļo)s;INS(ļo);DEL(li)
neslēpt;neslēpi;neslēpDEL(t)INS(i);INS(i);DEL(t)
nebēdnis;nebēdņiem;nebēdDEL(nis)INS(ņiem);INS(ņiem);DEL(nis)
visskaitliskākais;visskaitliskākā;visskaitliskākDEL(ais)INS(ā);INS(ā);DEL(ais)
bagātais;bagātajām;bagātaDEL(is)INS(jām);INS(jām);DEL(is)
bālā mušmire;bālās mušmires;bālāINS(s) mušmireINS(s);INS(s),INS(s);
seksuāls;seksuālas;seksuālINS(a)s;INS(a);
dzīvespriecīgākais;dzīvespriecīgāko;dzīvespriecīgākDEL(ais)INS(o);INS(o);DEL(ais)
neuzdoties;neuzdosies;neuzdoDEL(t)INS(s)ies;INS(s);DEL(t)
internacionālists;internacionālista;internacionālistDEL(s)INS(a);INS(a);DEL(s)
visrupākais;visrupākajā;visrupākaDEL(is)INS(jā);INS(jā);DEL(is)
miesīgāks;miesīgāku;miesīgākDEL(s)INS(u);INS(u);DEL(s)
mehānisms;mehānismu;mehānismDEL(s)INS(u);INS(u);DEL(s)
zvirbulis;zvirbulis;zvirbulis;;
īgns;īgnu;īgnDEL(s)INS(u);INS(u);DEL(s)
producēšana;producēšanu;producēšanDEL(a)INS(u);INS(u);DEL(a)
nācija;nācijā;nācijDEL(a)INS(ā);INS(ā);DEL(a)
netaustīt;netausti;netausDEL(tī)tINS(i);INS(i);DEL(tī)
aborts;abortu;abortDEL(s)INS(u);INS(u);DEL(s)
melošana;melošanā;melošanDEL(a)INS(ā);INS(ā);DEL(a)
naksnīgākais;naksnīgāko;naksnīgākDEL(ais)INS(o);INS(o);DEL(ais)
stādīšana;stādīšanu;stādīšanDEL(a)INS(u);INS(u);DEL(a)
slepkavot;slepkavojāt;slepkavoINS(jā)t;INS(jā);
pārtulkojums;pārtulkojum;pārtulkojumDEL(s);;DEL(s)
cilvēks;cilvēkos;cilvēkINS(o)s;INS(o);
visplatākais;visplatākajos;visplatākaDEL(i)INS(jo)s;INS(jo);DEL(i)
pirkstiņš;pirkstiņš;pirkstiņš;;
sēdēt;esot sēdējis;INS(esot )sēdēDEL(t)INS(jis);INS(esot ),INS(jis);DEL(t)
ķeltiskais;ķeltisko;ķeltiskDEL(ais)INS(o);INS(o);DEL(ais)
visdzeltainākais;visdzeltainākajā;visdzeltainākaDEL(is)INS(jā);INS(jā);DEL(is)
šķērst;šķērdīsi;šķērINS(dī)sDEL(t)INS(i);INS(dī),INS(i);DEL(t)
pīt;pītu;pītINS(u);INS(u);
velniņš;velniņus;velniņDEL(š)INS(us);INS(us);DEL(š)
klausīt;klausāms;klauINS(sām)sDEL(īt);INS(sām);DEL(īt)
netīrīgāks;netīrīgākiem;netīrīgākDEL(s)INS(iem);INS(iem);DEL(s)
dievišķīgais;dievišķīgās;dievišķīgDEL(ai)INS(ā)s;INS(ā);DEL(ai)
brūnganākais;brūnganāko;brūnganākDEL(ais)INS(o);INS(o);DEL(ais)
visintīmākais;visintīmākajām;visintīmākaDEL(is)INS(jām);INS(jām);DEL(is)
precīzāks;precīzākas;precīzākINS(a)s;INS(a);
lavis;lavjiem;lavINS(j)iDEL(s)INS(em);INS(j),INS(em);DEL(s)
visredzīgākais;visredzīgāko;visredzīgākDEL(ais)INS(o);INS(o);DEL(ais)
darīt;darīdams;darīDEL(t)INS(dams);INS(dams);DEL(t)
aizmāršīgākais;aizmāršīgākajām;aizmāršīgākaDEL(is)INS(jām);INS(jām);DEL(is)
peldēt;peldi;peldDEL(ēt)INS(i);INS(i);DEL(ēt)
paliekt;paliecu;palieDEL(kt)INS(cu);INS(cu);DEL(kt)
slidenais;slidenā;slidenDEL(ais)INS(ā);INS(ā);DEL(ais)
tumšmatainais;tumšmatainajiem;tumšmatainaINS(j)iDEL(s)INS(em);INS(j),INS(em);DEL(s)
pornogrāfiskākais;pornogrāfiskākajām;pornogrāfiskākaDEL(is)INS(jām);INS(jām);DEL(is)
biezums;biezum;biezumDEL(s);;DEL(s)
mazums;mazumam;mazuINS(ma)mDEL(s);INS(ma);DEL(s)
visīgnākais;visīgnākās;visīgnākDEL(ai)INS(ā)s;INS(ā);DEL(ai)
kost;kodīs;koINS(dī)sDEL(t);INS(dī);DEL(t)
pelēcīgāks;pelēcīgāku;pelēcīgākDEL(s)INS(u);INS(u);DEL(s)
nepiederēt;nepiederējām;nepiederēDEL(t)INS(jām);INS(jām);DEL(t)
lielpilsēta;lielpilsētas;lielpilsētaINS(s);INS(s);
nemezglot;nemezglots;nemezglotINS(s);INS(s);
šlipse;šlipsēm;šlipsDEL(e)INS(ēm);INS(ēm);DEL(e)
pisējiņa;pisējiņas;pisējiņaINS(s);INS(s);
lielība;lielībā;lielībDEL(a)INS(ā);INS(ā);DEL(a)
visaziātiskākais;visaziātiskākajai;visaziātiskākINS(aj)aiDEL(s);INS(aj);DEL(s)
rudens mēnesis;rudens mēneša;rudens mēneDEL(sis)INS(ša);INS(ša);DEL(sis)
vājredzīgāks;vājredzīgāku;vājredzīgākDEL(s)INS(u);INS(u);DEL(s)
čaklums;čaklumu;čaklumDEL(s)INS(u);INS(u);DEL(s)
visvalganākais;visvalganākās;visvalganākDEL(ai)INS(ā)s;INS(ā);DEL(ai)
visblāvākais;visblāvākajā;visblāvākaDEL(is)INS(jā);INS(jā);DEL(is)
visslaidākais;visslaidākās;visslaidākDEL(ai)INS(ā)s;INS(ā);DEL(ai)
imperiālistiskākais;imperiālistiskākajam;imperiālistiskākaDEL(is)INS(jam);INS(jam);DEL(is)
ķets;ķetu;ķetDEL(s)INS(u);INS(u);DEL(s)
ķīnisks;ķīniskā;ķīniskDEL(s)INS(ā);INS(ā);DEL(s)
cīpslene;cīpslene;cīpslene;;
apmainīt;apmainīju;apmainīDEL(t)INS(ju);INS(ju);DEL(t)
pelēkais strazds;pelēkā strazda;pelēkDEL(ais)INS(ā) strazdDEL(s)INS(a);INS(ā),INS(a);DEL(ais),DEL(s)
kosoviskais;kosoviskais;kosoviskais;;
negludais;negludo;negludDEL(ais)INS(o);INS(o);DEL(ais)
saules vējš;saules vēji;saules vējDEL(š)INS(i);INS(i);DEL(š)
seksuālāks;seksuālākām;seksuālākDEL(s)INS(ām);INS(ām);DEL(s)
nestrādāt;nestrādāšu;nestrādāDEL(t)INS(šu);INS(šu);DEL(t)
nedalīt;nedalot;nedalDEL(ī)INS(o)t;INS(o);DEL(ī)
visimperiālistiskākais;visimperiālistiskākajās;visimperiālistiskākaDEL(i)INS(jā)s;INS(jā);DEL(i)
neatvainot;nebūt jāatvaino;neINS(būt jā)atvainoDEL(t);INS(būt jā);DEL(t)
afrikāniskākais;afrikāniskākajās;afrikāniskākaDEL(i)INS(jā)s;INS(jā);DEL(i)
visvelsiskākais;visvelsiskākajos;visvelsiskākaDEL(i)INS(jo)s;INS(jo);DEL(i)
sociālais;sociālajām;sociālaDEL(is)INS(jām);INS(jām);DEL(is)
uzcītīgais;uzcītīgās;uzcītīgDEL(ai)INS(ā)s;INS(ā);DEL(ai)
tirgošana;tirgošanu;tirgošanDEL(a)INS(u);INS(u);DEL(a)
mēļākais;mēļākajiem;mēļākaINS(j)iDEL(s)INS(em);INS(j),INS(em);DEL(s)
vispoliskākais;vispoliskāko;vispoliskākDEL(ais)INS(o);INS(o);DEL(ais)
nekurt;nekur;nekurDEL(t);;DEL(t)
bailes;bailes;bailes;;
laizīt;laizīsim;laizīDEL(t)INS(sim);INS(sim);DEL(t)
sacīt;sakot;saDEL(cī)INS(ko)t;INS(ko);DEL(cī)
svarīgs;svarīgu;svarīgDEL(s)INS(u);INS(u);DEL(s)
angliskāks;angliskākai;angliskākDEL(s)INS(ai);INS(ai);DEL(s)
foršākais;foršākajā;foršākaDEL(is)INS(jā);INS(jā);DEL(is)
rudenīgs;rudenīgu;rudenīgDEL(s)INS(u);INS(u);DEL(s)
turpināt;turpiniet;turpinDEL(ā)INS(ie)t;INS(ie);DEL(ā)
prostituēt;neprostituēt;INS(ne)prostituēt;INS(ne);
neražot;neražošot;neražINS(oš)ot;INS(oš);
spriest;jāspriežot;INS(jā)sprieDEL(s)INS(žo)t;INS(jā),INS(žo);DEL(s)
retais;retajām;retaDEL(is)INS(jām);INS(jām);DEL(is)
ērkšķainākais;ērkšķainākajām;ērkšķainākaDEL(is)INS(jām);INS(jām);DEL(is)
nedzirdēt;nedzird;nedzirdDEL(ēt);;DEL(ēt)
klausītājs;klausītāj;klausītājDEL(s);;DEL(s)
gars;garu;garDEL(s)INS(u);INS(u);DEL(s)
uzdot;esot uzdevis;INS(esot )uzdDEL(ot)INS(evis);INS(esot ),INS(evis);DEL(ot)
vislikumīgākais;vislikumīgākajās;vislikumīgākaDEL(i)INS(jā)s;INS(jā);DEL(i)
palīdzēt;palīdzējām;palīdzēDEL(t)INS(jām);INS(jām);DEL(t)
nevienot;nevienots;nevienotINS(s);INS(s);
nepatulkot;nepatulkojat;nepatulkoINS(ja)t;INS(ja);
termospudele;termospudeles;termospudeleINS(s);INS(s);
viskustīgākais;viskustīgākajos;viskustīgākaDEL(i)INS(jo)s;INS(jo);DEL(i)
pilēt;pilēšu;pilēDEL(t)INS(šu);INS(šu);DEL(t)
iet;gāji;INS(gāj)iDEL(et);INS(gāj);DEL(et)
kanāls;kanāla;kanālDEL(s)INS(a);INS(a);DEL(s)
jēdzīgais;jēdzīgajās;jēdzīgaDEL(i)INS(jā)s;INS(jā);DEL(i)
šurks;šurk;šurkDEL(s);;DEL(s)
maķedoniskais;maķedonisko;maķedoniskDEL(ais)INS(o);INS(o);DEL(ais)
likumīgākais;likumīgākajiem;likumīgākaINS(j)iDEL(s)INS(em);INS(j),INS(em);DEL(s)
neprasīt;neprasi;neprasDEL(īt)INS(i);INS(i);DEL(īt)
brūnganāks;brūnganāku;brūnganākDEL(s)INS(u);INS(u);DEL(s)
ziepjainais;ziepjainajās;ziepjainaDEL(i)INS(jā)s;INS(jā);DEL(i)
bēbis;bēbji;bēbINS(j)iDEL(s);INS(j);DEL(s)
strauļākais;strauļākie;strauļākDEL(a)iDEL(s)INS(e);INS(e);DEL(a),DEL(s)
trulais;trulajās;trulaDEL(i)INS(jā)s;INS(jā);DEL(i)
kartogrāfija;kartogrāfija;kartogrāfija;;
igauniskais;igauniskajos;igauniskaDEL(i)INS(jo)s;INS(jo);DEL(i)
nogurt;noguršot;nogurINS(šo)t;INS(šo);
velnišķais;velnišķajam;velnišķaDEL(is)INS(jam);INS(jam);DEL(is)
strādāt;strādāsim;strādāDEL(t)INS(sim);INS(sim);DEL(t)
dejot;dejos;dejoDEL(t)INS(s);INS(s);DEL(t)
spirgts;spirgtus;spirgtINS(u)s;INS(u);
argāns;argānu;argānDEL(s)INS(u);INS(u);DEL(s)
nedoties;nedosies;nedoDEL(t)INS(s)ies;INS(s);DEL(t)
lieliskāks;lieliskāku;lieliskākDEL(s)INS(u);INS(u);DEL(s)
viskomfortablākais;viskomfortablākās;viskomfortablākDEL(ai)INS(ā)s;INS(ā);DEL(ai)
tārps;tārpam;tārpDEL(s)INS(am);INS(am);DEL(s)
vispolārākais;vispolārākajiem;vispolārākaINS(j)iDEL(s)INS(em);INS(j),INS(em);DEL(s)
